,Tweet,Sentiment,Prediction,0.8695
255,So now protesters r more lethal than russia interferencewas Impeached RogerStone… ,Positive,Positive,0.8695
256,We want to hear from secondary school teachers in Europe the Middle East and North Africa how did COVID19 affect… ,Negative,Neutral,0.8695
257,Join the 2020 IndiaIdeasSummit ‘Building a Better Future’ as leaders share navigating twin challenges of managing… ,Positive,Positive,0.8695
258,Watch our 5 part series this week where Robyn Hey Founder ofdiscusses the processes and roles… ,Neutral,Neutral,0.8695
259,Sources cited that the first COVID19 positive among medical workers in Mizoram is a doctor from… ,Positive,Positive,0.8695
260,HonorableSir My suggestion is not for the platform but for the System behind it. This Covid19 pande… ,Negative,Positive,0.8695
261,MEMES COVID19 Lecture aur khane ka time same Ho ,Neutral,Neutral,0.8695
262,bbnlockdown COVID19 NengiAss is better than bressonlyfansbabe,Positive,Positive,0.8695
263,Forecast chain wristwatch8500We deliver nationwideCallWhatsApp 07010658053 ,Neutral,Neutral,0.8695
264, Two students who appeared for Kerala Engineering Architecture Medical KEAM examination at two different… ,Neutral,Neutral,0.8695
265,Business or job affected by COVID19Here's an opportunity to be our franchise partner and start own business whi… ,Positive,Positive,0.8695
266,Put the face covering oncovid19 virsus pandemic growup ,Neutral,Neutral,0.8695
267,Effective July 27 Twin Cities airport requires face coverings in all public spaces including in terminals parkin… ,Positive,Positive,0.8695
268, I wonder too. Did WHO say you can't get COVID19 if you shower and eat your fruits Could that be the v… ,Neutral,Neutral,0.8695
269,Our door to door humaneeducation program continues to provide the platform for the children to learning about… ,Neutral,Neutral,0.8695
270,Regularly clean commonly touched surfaces and objects around you to help prevent the spread of COVID19. via… ,Positive,Positive,0.8695
271,What has Corona or Covid19 done to the stock market Nothing Even the virus cant win over Central Banks.... GERM… ,Positive,Positive,0.8695
272,If you think of nipping toBrean sands for a little break I would say don’t go they are not COVID19 ready… ,Negative,Positive,0.8695
273,Cyprus Publishes New Categorization of Countries Based on COVID19 Situation  via ,Positive,Positive,0.8695
274,Current corona crisis is a very critical time for everyone. We have to stay home to protect ourselves from COVID19… ,Neutral,Neutral,0.8695
275,Why is it only conservative &ampor rightwing &ampor libertarian journalists who wish us to travel in time of coronavirus… ,Neutral,Neutral,0.8695
276,Idea of safe and contact less shopping. Give your customers the satisfaction of in store shopping with our CONTACTL… ,Positive,Positive,0.8695
277,And here's just one reason why the Government response to today'sreport on misinformation and… ,Neutral,Neutral,0.8695
278, fromtalks about her experiences as an international nurse wor… ,Neutral,Neutral,0.8695
279, Sign “COVID19 Medicaid FMAP bump &amp increased HCBS funding” and I’ll deliver a copy to your officials… ,Neutral,Neutral,0.8695
280, France German &amp some Scandinavian are shutting down domestic flights for rail climate covid19 overlap crisis,Negative,Neutral,0.8695
281,CoronaInfoCH COVID19 corona france trendingnews Footba...,Neutral,Neutral,0.8695
282,Thank you. Some recognition beyond just clapping is needed especially after months in the COVID19 tr… ,Neutral,Neutral,0.8695
283, 3⃣ Guacamelee         .YoutubeGaming… ,Neutral,Neutral,0.8695
284,WHO concerned about COVID19 impact on indigenous people in the AmericasHW English Americans COVID19 Featured… ,Neutral,Neutral,0.8695
285, Does this indicates that Delhi is moving towards herd immunity. COVID19 HerdImmunity,Neutral,Neutral,0.8695
286,This actually looks a better environment to enjoy a movie than some random wedged in the next seat scrunching their… ,Positive,Positive,0.8695
287,Guo Fan director of China's scifi sensation Wandering Earth said on Weibo that all income of the movie's 2020 rer… ,Neutral,Neutral,0.8695
288,A cautionary tale against premature media declarations about the flattening of the curve. Kerala has done a good jo… ,Positive,Positive,0.8695
289, There are eyewatering similarities between the seemingly bizarre UK COVID19 response &amp that in the US.… ,Positive,Positive,0.8695
290,Treasurer Josh Frydenberg says it's 'the largest single economic measure' any Australian government has ever launch… ,Positive,Positive,0.8695
291,Pakistan records lowest singleday COVID19 cases  ,Neutral,Neutral,0.8695
292,Clearly you can see from the graphs disposable &amp homemade masks absolutely work to stop spread of COVID19 as Ame… ,Positive,Positive,0.8695
293, ..... Fastest way to get SAFARICOM CARE SUPPORT Fast.KameneAndJalas Ruto Tuskys Njoro… ,Neutral,Neutral,0.8695
294,Help slow the spread of COVID19 and identify at risk cases sooner by selfreporting your symptoms daily even if y… ,Negative,Negative,0.8695
295,Looking forward to discussing how to manage expectations of higher degree by research HDR students in the year of… ,Positive,Positive,0.8695
296,Ever wonder what happened to KodakHit the link to find out more and check out some more gadgets you should look… ,Positive,Positive,0.8695
297,"Humanity""Being Human""Watch Like Share and Subscribe...COVID19 TuesdayThoughts Master DilBechara… ",Neutral,Neutral,0.8695
298,COVID19 How do Canada and the U.S. compare in controlling the outbreak  viaIt's… ,Neutral,Neutral,0.8695
299,American Heart Association recommends 1500mg sodiumday for most adults for lower bloodpressure See… ,Positive,Positive,0.8695
300,SOCIAL DISTANCING...WHATS THAT.. No wonder why the number of covid19 cases are multiplying in Mumbai… ,Positive,Positive,0.8695
301,Delhi Young sportsperson from underprivileged families are finding it hard to continue their sport amid COVID19.… ,Negative,Negative,0.8695
302,Discover how ghost kitchens are a futureproof channel to help restaurants produce food faster than ever and keep p… ,Neutral,Neutral,0.8695
303,The only Chinese product lasted for more than 6 months is Corona Viruscoronavirus CoronavirusPandemic COVID19,Positive,Positive,0.8695
304,Avoid Touching your eyes nose and mouthajpenergy covid19 protectyourself stayhome staysafe… ,Positive,Positive,0.8695
305,More than 15 million children are at risk of suffering from acute malnutrition in 2020 in West &amp Central Africa du… ,Positive,Positive,0.8695
306,Our COVID19hub is updated regularly to support you mange your patients. ,Neutral,Neutral,0.8695
307,HIVE bitcoin NDDCProbe bbnlockdown COVID19 IStandWithTucker 90dayfiancetheotherway laycon… ,Neutral,Neutral,0.8695
308,COVID19 didn't stop Net worth  ,Positive,Positive,0.8695
309,.'s ECTAD_AMR team is conducting a baseline survey &amp specimen fresh faecal samples collection in rum… ,Positive,Positive,0.8695
310, HappeningNow  Today we discuss the big social economic and health consequences that the pandemic has left on… ,Positive,Positive,0.8695
311,Is it wrong to wish COVID19 on ⁦⁩ since he’s wishing it on everyone else ,Negative,Positive,0.8695
312,1 new case in Estonia 831 GMT coronavirus CoronaVirusUpdate COVID19 CoronavirusPandemic,Positive,Positive,0.8695
313,A watch that speaks your language. Live a healthier life with the lightweight and durable Samsung Galaxy Watch Acti… ,Positive,Positive,0.8695
314,This picture is made from the photos of doctors and nurses who have died from COVID19 in Mexico Please wear a ma… ,Neutral,Neutral,0.8695
315,Get our products from the distributor nearest to you Please followon Instagram and Facebook for ex… ,Neutral,Neutral,0.8695
316,As we reimagine and remodel our economy after COVID19 job security could be the key to unlocking an effective re… ,Positive,Positive,0.8695
317,No matter where you go always follow distancing norms to stay protected from COVID19. via … ,Neutral,Neutral,0.8695
318,NO MATTERWHAT YOU DOYOUR JOBIS TO TELLYOUR STORYstayhome staysafe COVID19 RRFoundationTrust ,Neutral,Neutral,0.8695
319,"More data suggesting that aerosol transmission of SARSCoV2 is contributing to its spread. ""..demonstrated the pre… ",Positive,Positive,0.8695
320,Please join us for a Facebook Live conversation between Ambassador Peterson and Eswatini Editors this Thursday6p… ,Positive,Positive,0.8695
321,Life and Death in Hangzhou China  death china covid19 mum death lockdown NoFlyZone,Neutral,Neutral,0.8695
322,Current corona crisis is a very critical time for everyone. We have to stay home to protect ourselves from COVID19… ,Neutral,Neutral,0.8695
323,The new wave of COVID19 in Spain Espana Just a realistic projectioncovid19Spain coronavirus COVID19Update… ,Positive,Positive,0.8695
324,COOLTRENDYSTYLISH That's what we Preach. Send us a DM let's topup the stylish being in you.… ,Positive,Positive,0.8695
325,Meet Peter Tsai retired scientist who invented the N95 mask filter. Once again he came out of retirement to help… ,Neutral,Neutral,0.8695
326, Sign “COVID19 Medicaid FMAP bump &amp increased HCBS funding” and I’ll deliver a copy to your officials… ,Neutral,Neutral,0.8695
327,New data has revealed the true impact of COVID19 on the GoldCoast’s development sector which employs more than… ,Positive,Positive,0.8695
328,COVID19 India TrackerAs on 21 July 2020 0800 AM Confirmed cases 1155191 Active cases 402529 C… ,Positive,Positive,0.8695
329,And after everything this is our tap on the back for good work mustbekidding paywhatsdeservedCOVID19,Positive,Positive,0.8695
330,"Hillary Clinton and Joe Biden blasted President Trump's response to the pandemic on MSNBC's ""ReidOut."" ""Clearly he… ",Negative,Neutral,0.8695
331,Recognize COVID19 ,Neutral,Neutral,0.8695
332,Our Chief Creative Officer &amp Chairmanshares his thoughts on the key to success for destination and… ,Positive,Positive,0.8695
333,LOOK A line of vehicles wait for their turn to get free COVID19 rapid test at a drivethrough testing center set… ,Positive,Positive,0.8695
334,CORRECTION Health Ministry says 23.48% of the Delhi population has Covid19.For every coronavirus update… ,Neutral,Neutral,0.8695
335,On 's watch 143835 Americans have died from COVID19 23.4% of all deaths worldwide. That is abo… ,Neutral,Neutral,0.8695
336,Last updated 20200721 0705010000GMTCoronavirus COVID19Cases 14859811Deaths 613367corona… ,Neutral,Neutral,0.8695
337,UK jobs data 21072020Jobs &amp apprenticeships• at risk 12197565• planned 1835380• saved 662990• furloug… ,Neutral,Neutral,0.8695
338,When Cruz says gain he means the 1%which BTW includes people like BesosMusk &amp Soros. As for mak… ,Neutral,Neutral,0.8695
339,NIC Himachal Pradesh provided comprehensive ICT support to Central &amp State Govt. and District Admin. in COVID19 pa… ,Neutral,Neutral,0.8695
340,Day 204 of 366TuesdayMotivationHowever you see it we're in it together. The numbers are on the rise meaning… ,Neutral,Neutral,0.8695
341,This is a fantastic poem for launch of southasianheritage month BePartOfResearch  NH… ,Positive,Positive,0.8695
342,Schools and daycares are a 6 out of 10 risk. 37 Places You're Most Likely to Catch coronavirus… ,Positive,Positive,0.8695
343,The NHS Test and Trace system is now in operation so make sure you keep to all the distancing and infection contro… ,Positive,Positive,0.8695
344,According to theCOVID19 has impacted 73% of malaria programmes – including 19% which are reporting h… ,Neutral,Neutral,0.8695
